7
6
6
6
4
9
17
25
4
13
11
10
5
6
5
6
6
6
6
5
6
5
6
7
5
5
5
5
6
5
4
5
5
7
7
4
16
6
6
4
5
4
4
4
4
4
7
5
4
3
3
4
6
5
3
4
5
6
4
3
3
4
2
3
3
3
4
4
3
3
3
4
4
5
4
4
6
5
3
6
4
3
2
3
3
6
3
6
9
3
4
13
2
3
2
2
2
2
2
2
